,i,name,SMILES
3826,3826,[CH2]C[CH2](705) + C5H91-3(425) <=> C3H5-A(94) + C5H10-2(424),[CH2]C[CH2]+C=C[CH]CC_[CH2]C=C+CC=CCC
3827,3827,C3H6(12) + C5H91-3(425) <=> C3H5-A(94) + C5H10-2(424),C=CC+C=C[CH]CC_[CH2]C=C+CC=CCC
3828,3828,[CH2]C[O](761) + C5H91-3(425) <=> CH2CHO(21) + C5H10-1(423),[CH2]C[O]+C=C[CH]CC_[CH2]C=O+C=CCCC
3829,3829,CH2CHO(21) + C5H10-1(423) <=> CH3CHO(35) + C5H91-3(425),[CH2]C=O+C=CCCC_CC=O+C=C[CH]CC
3830,3830,C[CH][O](947) + C5H91-3(425) <=> CH2CHO(21) + C5H10-1(423),C[CH][O]+C=C[CH]CC_[CH2]C=O+C=CCCC
3831,3831,CH3CO(20) + C5H91-3(425) <=> CH2CO(24) + C5H10-1(423),C[C]=O+C=C[CH]CC_C=C=O+C=CCCC
3832,3832,CH2CHO(21) + C5H91-3(425) <=> CH2CO(24) + C5H10-1(423),[CH2]C=O+C=C[CH]CC_C=C=O+C=CCCC
3833,3833,C2H3(22) + C5H91-3(425) <=> C2H2(25) + C5H10-1(423),[CH]=C+C=C[CH]CC_C#C+C=CCCC
3834,3834,HCO(19) + C5H91-3(425) <=> CO(6) + C5H10-1(423),[CH]=O+C=C[CH]CC_[C-]#[O+]+C=CCCC
3835,3835,OCHO(38) + C5H91-3(425) <=> CO2(7) + C5H10-1(423),[O]C=O+C=C[CH]CC_O=C=O+C=CCCC
3836,3836,CH3O(31) + C5H91-3(425) <=> CH2O(9) + C5H10-1(423),C[O]+C=C[CH]CC_C=O+C=CCCC
3837,3837,C2H5(33) + C5H91-3(425) <=> C2H4(11) + C5H10-1(423),C[CH2]+C=C[CH]CC_C=C+C=CCCC
3838,3838,NC3H7(92) + C5H91-3(425) <=> C3H6(12) + C5H10-1(423),[CH2]CC+C=C[CH]CC_C=CC+C=CCCC
3839,3839,IC3H7(93) + C5H91-3(425) <=> C3H6(12) + C5H10-1(423),C[CH]C+C=C[CH]CC_C=CC+C=CCCC
3840,3840,C2H6(32) + C5H91-3(425) <=> C2H5(33) + C5H10-1(423),CC+C=C[CH]CC_C[CH2]+C=CCCC
3841,3841,C2H5O2H(48) + C5H91-3(425) <=> C2H5O2(47) + C5H10-1(423),CCOO+C=C[CH]CC_CCO[O]+C=CCCC
3842,3842,C5H91-3(425) + C5H11-1(420) <=> C5H10-1(423) + C5H10-2(424),C=C[CH]CC+[CH2]CCCC_C=CCCC+CC=CCC
3843,3843,C5H91-3(425) + C5H11-2(421) <=> C5H10-1(423) + C5H10-2(424),C=C[CH]CC+C[CH]CCC_C=CCCC+CC=CCC
3844,3844,C5H91-3(425) + C5H11-3(422) <=> C5H10-1(423) + C5H10-2(424),C=C[CH]CC+CC[CH]CC_C=CCCC+CC=CCC
3845,3845,C2H5O(49) + C5H91-3(425) <=> CH3CHO(35) + C5H10-1(423),CC[O]+C=C[CH]CC_CC=O+C=CCCC
3846,3846,[CH2]C[CH2](705) + C5H91-3(425) <=> C3H5-A(94) + C5H10-1(423),[CH2]C[CH2]+C=C[CH]CC_[CH2]C=C+C=CCCC
3847,3847,C3H6(12) + C5H91-3(425) <=> C3H5-A(94) + C5H10-1(423),C=CC+C=C[CH]CC_[CH2]C=C+C=CCCC
3848,3848,C5H91-3(425) + C5H11-1(420) <=> C5H10-1(423) + C5H10-1(423),C=C[CH]CC+[CH2]CCCC_C=CCCC+C=CCCC
3849,3849,C5H91-3(425) + C5H11-2(421) <=> C5H10-1(423) + C5H10-1(423),C=C[CH]CC+C[CH]CCC_C=CCCC+C=CCCC
3850,3850,C5H10-1(423) <=> H(14) + C5H91-3(425),C=CCCC_[H]+C=C[CH]CC
3851,3851,C[C]CCC-2(792) <=> H(14) + C5H91-3(425),C[C]CCC_[H]+C=C[CH]CC
3852,3852,C5H10-1(423) + C5H11-2(421) <=> C5H91-3(425) + pentane(1),C=CCCC+C[CH]CCC_C=C[CH]CC+CCCCC
3853,3853,C5H10-1(423) + C5H11-3(422) <=> C5H91-3(425) + pentane(1),C=CCCC+CC[CH]CC_C=C[CH]CC+CCCCC
3854,3854,C5H10-1(423) + C5H11-1(420) <=> C5H91-3(425) + pentane(1),C=CCCC+[CH2]CCCC_C=C[CH]CC+CCCCC
3855,3855,CH3COCH2(70) + C5H10-1(423) <=> CH3COCH3(69) + C5H91-3(425),[CH2]C(C)=O+C=CCCC_CC(C)=O+C=C[CH]CC
3856,3856,C3KET21(73) + C5H91-3(425) <=> CH3COCH2O2(72) + C5H10-1(423),CC(=O)COO+C=C[CH]CC_CC(=O)CO[O]+C=CCCC
3857,3857,CC1OOCC(O[O])O1(4071) + C5H10-1(423) <=> CC1OOCC(OO)O1(4088) + C5H91-3(425),CC1OOCC(O[O])O1+C=CCCC_CC1OOCC(OO)O1+C=C[CH]CC
3858,3858,CC1OOC(CO[O])O1(4087) + C5H10-1(423) <=> CC1OOC(COO)O1(4411) + C5H91-3(425),CC1OOC(CO[O])O1+C=CCCC_CC1OOC(COO)O1+C=C[CH]CC
3859,3859,[CH2]C(=O)COO(986) + C5H10-1(423) <=> C3KET21(73) + C5H91-3(425),[CH2]C(=O)COO+C=CCCC_CC(=O)COO+C=C[CH]CC
3860,3860,HCO(19) + C5H10-1(423) <=> CH2O(9) + C5H91-3(425),[CH]=O+C=CCCC_C=O+C=C[CH]CC
3861,3861,C3H5O(129) + C5H91-3(425) <=> C2H3CHO(74) + C5H10-2(424),C=CC[O]+C=C[CH]CC_C=CC=O+CC=CCC
3862,3862,C3H5O(129) + C5H91-3(425) <=> C2H3CHO(74) + C5H10-1(423),C=CC[O]+C=C[CH]CC_C=CC=O+C=CCCC
3863,3863,CH3CO(20) + C5H10-1(423) <=> CH3CHO(35) + C5H91-3(425),C[C]=O+C=CCCC_CC=O+C=C[CH]CC
3864,3864,[CH2]C[CH]C(685) + C5H91-3(425) <=> C4H71-3(191) + C5H10-2(424),[CH2]C[CH]C+C=C[CH]CC_C=C[CH]C+CC=CCC
3865,3865,C4H8-1(189) + C5H91-3(425) <=> C4H71-3(191) + C5H10-2(424),C=CCC+C=C[CH]CC_C=C[CH]C+CC=CCC
3866,3866,C4H8-2(190) + C5H91-3(425) <=> C4H71-3(191) + C5H10-2(424),CC=CC+C=C[CH]CC_C=C[CH]C+CC=CCC
3867,3867,[CH2]C[CH]C(685) + C5H91-3(425) <=> C4H71-3(191) + C5H10-1(423),[CH2]C[CH]C+C=C[CH]CC_C=C[CH]C+C=CCCC
3868,3868,C4H8-1(189) + C5H91-3(425) <=> C4H71-3(191) + C5H10-1(423),C=CCC+C=C[CH]CC_C=C[CH]C+C=CCCC
3869,3869,C4H8-2(190) + C5H91-3(425) <=> C4H71-3(191) + C5H10-1(423),CC=CC+C=C[CH]CC_C=C[CH]C+C=CCCC
3870,3870,C4H71-4(192) + C5H91-3(425) <=> C4H6(195) + C5H10-2(424),[CH2]CC=C+C=C[CH]CC_C=CC=C+CC=CCC
3871,3871,C4H71-3(191) + C5H91-3(425) <=> C4H6(195) + C5H10-2(424),C=C[CH]C+C=C[CH]CC_C=CC=C+CC=CCC
3872,3872,C4H71-4(192) + C5H91-3(425) <=> C4H6(195) + C5H10-1(423),[CH2]CC=C+C=C[CH]CC_C=CC=C+C=CCCC
3873,3873,C4H71-3(191) + C5H91-3(425) <=> C4H6(195) + C5H10-1(423),C=C[CH]C+C=C[CH]CC_C=CC=C+C=CCCC
3874,3874,[CH2]C[CH]C(685) + C5H91-3(425) <=> C4H71-4(192) + C5H10-2(424),[CH2]C[CH]C+C=C[CH]CC_[CH2]CC=C+CC=CCC
3875,3875,C4H71-4(192) + C5H10-2(424) <=> C4H8-1(189) + C5H91-3(425),[CH2]CC=C+CC=CCC_C=CCC+C=C[CH]CC
3876,3876,[CH2]C[CH]C(685) + C5H91-3(425) <=> C4H71-4(192) + C5H10-1(423),[CH2]C[CH]C+C=C[CH]CC_[CH2]CC=C+C=CCCC
3877,3877,C4H71-4(192) + C5H10-1(423) <=> C4H8-1(189) + C5H91-3(425),[CH2]CC=C+C=CCCC_C=CCC+C=C[CH]CC
3878,3878,C5H91-3(425) + C5H10-2(424) <=> C5H92-4(428) + C5H10-2(424),C=C[CH]CC+CC=CCC_C[CH]C=CC+CC=CCC
3879,3879,C5H92-4(428) + C5H10-1(423) <=> C5H91-3(425) + C5H10-2(424),C[CH]C=CC+C=CCCC_C=C[CH]CC+CC=CCC
3880,3880,C5H91-3(425) <=> C5H92-4(428),C=C[CH]CC_C[CH]C=CC
3881,3881,O2(2) + C5H91-3(425) <=> HO2(16) + CdCCdCC(334),[O][O]+C=C[CH]CC_[O]O+C=CC=CC
3882,3882,HO2(16) + C5H91-3(425) <=> H2O2(17) + CdCCdCC(334),[O]O+C=C[CH]CC_OO+C=CC=CC
3883,3883,HCCO(27) + C5H91-3(425) <=> CH2CO(24) + CdCCdCC(334),C#C[O]+C=C[CH]CC_C=C=O+C=CC=CC
3884,3884,C5H91-3(425) + C5H11-3(422) <=> CdCCdCC(334) + pentane(1),C=C[CH]CC+CC[CH]CC_C=CC=CC+CCCCC
3885,3885,C5H91-3(425) + C5H11-2(421) <=> CdCCdCC(334) + pentane(1),C=C[CH]CC+C[CH]CCC_C=CC=CC+CCCCC
3886,3886,C5H91-3(425) + C5H11-1(420) <=> CdCCdCC(334) + pentane(1),C=C[CH]CC+[CH2]CCCC_C=CC=CC+CCCCC
3887,3887,OH(15) + C5H91-3(425) <=> H2O(8) + CdCCdCC(334),[OH]+C=C[CH]CC_O+C=CC=CC
3888,3888,HCO(19) + C5H91-3(425) <=> CH2O(9) + CdCCdCC(334),[CH]=O+C=C[CH]CC_C=O+C=CC=CC
3889,3889,C2H3(22) + C5H91-3(425) <=> C2H4(11) + CdCCdCC(334),[CH]=C+C=C[CH]CC_C=C+C=CC=CC
3890,3890,C3H5-A(94) + C5H91-3(425) <=> C3H6(12) + CdCCdCC(334),[CH2]C=C+C=C[CH]CC_C=CC+C=CC=CC
3891,3891,C5H91-3(425) + C5H92-4(428) <=> CdCCdCC(334) + C5H10-2(424),C=C[CH]CC+C[CH]C=CC_C=CC=CC+CC=CCC
3892,3892,C5H91-3(425) + C5H91-3(425) <=> CdCCdCC(334) + C5H10-2(424),C=C[CH]CC+C=C[CH]CC_C=CC=CC+CC=CCC
3893,3893,CH2CHO(21) + C5H91-3(425) <=> CH3CHO(35) + CdCCdCC(334),[CH2]C=O+C=C[CH]CC_CC=O+C=CC=CC
3894,3894,CH3CO(20) + C5H91-3(425) <=> CH3CHO(35) + CdCCdCC(334),C[C]=O+C=C[CH]CC_CC=O+C=CC=CC
3895,3895,C2H5CO(77) + C5H91-3(425) <=> C2H5CHO(76) + CdCCdCC(334),CC[C]=O+C=C[CH]CC_CCC=O+C=CC=CC
3896,3896,C5H91-3(425) + C5H91-3(425) <=> CdCCdCC(334) + C5H10-1(423),C=C[CH]CC+C=C[CH]CC_C=CC=CC+C=CCCC
3897,3897,C5H91-3(425) + C5H92-4(428) <=> CdCCdCC(334) + C5H10-1(423),C=C[CH]CC+C[CH]C=CC_C=CC=CC+C=CCCC
3898,3898,CH3(18) + C5H91-3(425) <=> CH4(10) + CdCCdCC(334),[CH3]+C=C[CH]CC_C+C=CC=CC
3899,3899,C4H71-3(191) + C5H91-3(425) <=> C4H8-1(189) + CdCCdCC(334),C=C[CH]C+C=C[CH]CC_C=CCC+C=CC=CC
3900,3900,C4H71-4(192) + C5H91-3(425) <=> C4H8-1(189) + CdCCdCC(334),[CH2]CC=C+C=C[CH]CC_C=CCC+C=CC=CC
3901,3901,C4H71-1(193) + C5H91-3(425) <=> C4H8-1(189) + CdCCdCC(334),[CH]=CCC+C=C[CH]CC_C=CCC+C=CC=CC
3902,3902,CH2(23) + C5H91-3(425) <=> CH3(18) + CdCCdCC(334),[CH2]+C=C[CH]CC_[CH3]+C=CC=CC
3903,3903,C2H(4) + C5H91-3(425) <=> C2H2(25) + CdCCdCC(334),[C]#C+C=C[CH]CC_C#C+C=CC=CC
3904,3904,H(14) + C5H91-3(425) <=> H2(13) + CdCCdCC(334),[H]+C=C[CH]CC_[H][H]+C=CC=CC
3905,3905,C2H5(33) + C5H91-3(425) <=> C2H6(32) + CdCCdCC(334),C[CH2]+C=C[CH]CC_CC+C=CC=CC
3906,3906,C4H71-3(191) + C5H91-3(425) <=> C4H8-2(190) + CdCCdCC(334),C=C[CH]C+C=C[CH]CC_CC=CC+C=CC=CC
3907,3907,CH3O(31) + C5H91-3(425) <=> CH3OH(30) + CdCCdCC(334),C[O]+C=C[CH]CC_CO+C=CC=CC
3908,3908,[CH2]C=C[CH2](3731) + C5H91-3(425) <=> C4H71-3(191) + CdCCdCC(334),[CH2]C=C[CH2]+C=C[CH]CC_C=C[CH]C+C=CC=CC
3909,3909,CH3CO2(55) + C5H91-3(425) <=> CC(=O)O(1413) + CdCCdCC(334),CC([O])=O+C=C[CH]CC_CC(=O)O+C=CC=CC
3910,3910,C2H5O2(47) + C5H91-3(425) <=> C2H5O2H(48) + CdCCdCC(334),CCO[O]+C=C[CH]CC_CCOO+C=CC=CC
3911,3911,C2H4O2H(50) + C5H91-3(425) <=> C2H5O2H(48) + CdCCdCC(334),[CH2]COO+C=C[CH]CC_CCOO+C=CC=CC
3912,3912,OCHO(38) + C5H91-3(425) <=> HOCHO(40) + CdCCdCC(334),[O]C=O+C=C[CH]CC_O=CO+C=CC=CC
3913,3913,CH3O2(45) + C5H91-3(425) <=> CH3O2H(46) + CdCCdCC(334),CO[O]+C=C[CH]CC_COO+C=CC=CC
3914,3914,CH2O2H(292) + C5H91-3(425) <=> CH3O2H(46) + CdCCdCC(334),[CH2]OO+C=C[CH]CC_COO+C=CC=CC
3915,3915,O(5) + C5H91-3(425) <=> OH(15) + CdCCdCC(334),[O]+C=C[CH]CC_[OH]+C=CC=CC
3916,3916,CH3COCH2O2(72) + C5H91-3(425) <=> C3KET21(73) + CdCCdCC(334),CC(=O)CO[O]+C=C[CH]CC_CC(=O)COO+C=CC=CC
3917,3917,[CH2]C(=O)COO(986) + C5H91-3(425) <=> C3KET21(73) + CdCCdCC(334),[CH2]C(=O)COO+C=C[CH]CC_CC(=O)COO+C=CC=CC
3918,3918,[CH2]C[CH2](705) + C5H91-3(425) <=> NC3H7(92) + CdCCdCC(334),[CH2]C[CH2]+C=C[CH]CC_[CH2]CC+C=CC=CC
3919,3919,CC1OOCC(O[O])O1(4071) + C5H91-3(425) <=> CC1OOCC(OO)O1(4088) + CdCCdCC(334),CC1OOCC(O[O])O1+C=C[CH]CC_CC1OOCC(OO)O1+C=CC=CC
3920,3920,CH3COCH2(70) + C5H91-3(425) <=> CH3COCH3(69) + CdCCdCC(334),[CH2]C(C)=O+C=C[CH]CC_CC(C)=O+C=CC=CC
3921,3921,[O]CC(OO)OC=O(15963) + C5H91-3(425) <=> O=COC(C=O)OO(4586) + C5H10-2(424),[O]CC(OO)OC=O+C=C[CH]CC_O=COC(C=O)OO+CC=CCC
3922,3922,[O]CC(OO)OC=O(15963) + C5H91-3(425) <=> O=COC(C=O)OO(4586) + C5H10-1(423),[O]CC(OO)OC=O+C=C[CH]CC_O=COC(C=O)OO+C=CCCC
3923,3923,O=C(CCOO)OO(27398) + C5H91-3(425) <=> [O]OCCC(=O)OO(26892) + C5H10-2(424),O=C(CCOO)OO+C=C[CH]CC_[O]OCCC(=O)OO+CC=CCC
3924,3924,[O]OCCC(=O)OO(26892) + C5H10-1(423) <=> O=C(CCOO)OO(27398) + C5H91-3(425),[O]OCCC(=O)OO+C=CCCC_O=C(CCOO)OO+C=C[CH]CC
3925,3925,[O]OCCC(=O)OO(26892) + C5H91-3(425) <=> O=C(CCOO)OO(27398) + CdCCdCC(334),[O]OCCC(=O)OO+C=C[CH]CC_O=C(CCOO)OO+C=CC=CC
3926,3926,C2H4O2H(50) + C5H10-2(424) <=> C2H5O2H(48) + C5H91-3(425),[CH2]COO+CC=CCC_CCOO+C=C[CH]CC
3927,3927,C5H92-4(428) <=> CH3(18) + [CH2]C=C[CH2](3731),C[CH]C=CC_[CH3]+[CH2]C=C[CH2]
3928,3928,C5H92-4(428) <=> CH2(23) + C4H71-1(193),C[CH]C=CC_[CH2]+[CH]=CCC
3929,3929,C2H4(11) + C5H91-3(425) <=> C2H3(22) + C5H10-1(423),C=C+C=C[CH]CC_[CH]=C+C=CCCC
3930,3930,C2H4(11) + C5H91-3(425) <=> C2H3(22) + C5H10-2(424),C=C+C=C[CH]CC_[CH]=C+CC=CCC
3931,3931,C4H8-1(189) + C5H91-3(425) <=> C4H71-1(193) + C5H10-1(423),C=CCC+C=C[CH]CC_[CH]=CCC+C=CCCC
3932,3932,C4H8-1(189) + C5H91-3(425) <=> C4H71-1(193) + C5H10-2(424),C=CCC+C=C[CH]CC_[CH]=CCC+CC=CCC
3933,3933,C5H91-3(425) <=> CH3(18) + [CH2]C=C[CH2](3731),C=C[CH]CC_[CH3]+[CH2]C=C[CH2]
3934,3934,C5H91-3(425) <=> CH2(23) + C4H71-1(193),C=C[CH]CC_[CH2]+[CH]=CCC
3935,3935,C=CC(CC)O[O](17977) <=> HO2(16) + CdCCdCC(334),C=CC(CC)O[O]_[O]O+C=CC=CC
3936,3936,O2(2) + C5H91-3(425) <=> C=CC(CC)O[O](17977),[O][O]+C=C[CH]CC_C=CC(CC)O[O]
3937,3937,CH2CO(24) + C5H91-3(425) <=> HCCO(27) + C5H10-1(423),C=C=O+C=C[CH]CC_C#C[O]+C=CCCC
3938,3938,CH2CO(24) + C5H91-3(425) <=> HCCO(27) + C5H10-2(424),C=C=O+C=C[CH]CC_C#C[O]+CC=CCC
3939,3939,C5H91-3(425) + C5H10-1(423) <=> C5H91-3(425) + C5H10-2(424),C=C[CH]CC+C=CCCC_C=C[CH]CC+CC=CCC
3940,3940,C2H5CO(77) + C5H10-1(423) <=> C2H5CHO(76) + C5H91-3(425),CC[C]=O+C=CCCC_CCC=O+C=C[CH]CC
3941,3941,C2H5CHO(76) + C5H91-3(425) <=> C2H5CO(77) + C5H10-2(424),CCC=O+C=C[CH]CC_CC[C]=O+CC=CCC
3942,3942,CH3CO2(55) + C5H10-1(423) <=> CC(=O)O(1413) + C5H91-3(425),CC([O])=O+C=CCCC_CC(=O)O+C=C[CH]CC
3943,3943,CH3CO2(55) + C5H10-2(424) <=> CC(=O)O(1413) + C5H91-3(425),CC([O])=O+CC=CCC_CC(=O)O+C=C[CH]CC
3944,3944,C2H4O2H(50) + C5H10-1(423) <=> C2H5O2H(48) + C5H91-3(425),[CH2]COO+C=CCCC_CCOO+C=C[CH]CC
3945,3945,OCHO(38) + C5H10-1(423) <=> HOCHO(40) + C5H91-3(425),[O]C=O+C=CCCC_O=CO+C=C[CH]CC
3946,3946,OCHO(38) + C5H10-2(424) <=> HOCHO(40) + C5H91-3(425),[O]C=O+CC=CCC_O=CO+C=C[CH]CC
3947,3947,CH2O2H(292) + C5H10-1(423) <=> CH3O2H(46) + C5H91-3(425),[CH2]OO+C=CCCC_COO+C=C[CH]CC
3948,3948,CH2O2H(292) + C5H10-2(424) <=> CH3O2H(46) + C5H91-3(425),[CH2]OO+CC=CCC_COO+C=C[CH]CC
3949,3949,C4H71-4(192) + CC1OOCC(O[O])O1(4071) <=> C4H6(195) + CC1OOCC(OO)O1(4088),[CH2]CC=C+CC1OOCC(O[O])O1_C=CC=C+CC1OOCC(OO)O1
3950,3950,C4H71-3(191) + CC1OOCC(O[O])O1(4071) <=> C4H6(195) + CC1OOCC(OO)O1(4088),C=C[CH]C+CC1OOCC(O[O])O1_C=CC=C+CC1OOCC(OO)O1
3951,3951,CCC=CCO[O](22295) <=> HO2(16) + CdCCdCC(334),CCC=CCO[O]_[O]O+C=CC=CC
3952,3952,O2(2) + C5H91-3(425) <=> CCC=CCO[O](22295),[O][O]+C=C[CH]CC_CCC=CCO[O]
3953,3953,C=CC(CC)O[O](17977) <=> CCC=CCO[O](22295),C=CC(CC)O[O]_CCC=CCO[O]
3954,3954,OH(15) + C5H9O1-3(430) <=> HO2(16) + C5H91-3(425),[OH]+C=CC([O])CC_[O]O+C=C[CH]CC
3955,3955,CH3O(31) + C5H9O1-3(430) <=> CH3O2(45) + C5H91-3(425),C[O]+C=CC([O])CC_CO[O]+C=C[CH]CC
3956,3956,C2H5O(49) + C5H9O1-3(430) <=> C2H5O2(47) + C5H91-3(425),CC[O]+C=CC([O])CC_CCO[O]+C=C[CH]CC
3957,3957,C5H9O1-3(430) <=> C2H5(33) + C2H3CHO(74),C=CC([O])CC_C[CH2]+C=CC=O
3958,3958,C5H9O1-3(430) <=> C2H3(22) + C2H5CHO(76),C=CC([O])CC_[CH]=C+CCC=O
3959,3959,C2H4(11) + C2H5CHO(76) <=> H(14) + C5H9O1-3(430),C=C+CCC=O_[H]+C=CC([O])CC
3960,3960,HO2(16) + CdCCdCC(334) <=> O(5) + C5H9O1-3(430),[O]O+C=CC=CC_[O]+C=CC([O])CC
3961,3961,O2(2) + C5H91-3(425) <=> O(5) + C5H9O1-3(430),[O][O]+C=C[CH]CC_[O]+C=CC([O])CC
3962,3962,C=CC(CC)O[O](17977) <=> O(5) + C5H9O1-3(430),C=CC(CC)O[O]_[O]+C=CC([O])CC
3963,3963,CCC=CCO[O](22295) <=> O(5) + C5H9O1-3(430),CCC=CCO[O]_[O]+C=CC([O])CC
3964,3964,C5H9O1-3(430) <=> O(5) + C5H91-3(425),C=CC([O])CC_[O]+C=C[CH]CC
3965,3965,OH(15) + CH2O(9) <=> HOCH2O(39),[OH]+C=O_[O]CO
3966,3966,HOCH2O(39) <=> H(14) + HOCHO(40),[O]CO_[H]+O=CO
3967,3967,HO2(16) + CH2O(9) <=> O(5) + HOCH2O(39),[O]O+C=O_[O]+[O]CO
3968,3968,O2(2) + HOCH2O(39) <=> HO2(16) + HOCHO(40),[O][O]+[O]CO_[O]O+O=CO
3969,3969,HO2(16) + HOCH2O(39) <=> H2O2(17) + HOCHO(40),[O]O+[O]CO_OO+O=CO
3970,3970,CH2(23) + HOCH2O(39) <=> HOCHO(40) + CH3(18),[CH2]+[O]CO_O=CO+[CH3]
3971,3971,HOCH2O(39) + HCCO(27) <=> HOCHO(40) + CH2CO(24),[O]CO+C#C[O]_O=CO+C=C=O
3972,3972,HOCH2O(39) + C5H11-3(422) <=> HOCHO(40) + pentane(1),[O]CO+CC[CH]CC_O=CO+CCCCC
3973,3973,HOCH2O(39) + C5H11-2(421) <=> HOCHO(40) + pentane(1),[O]CO+C[CH]CCC_O=CO+CCCCC
3974,3974,HOCH2O(39) + C5H11-1(420) <=> HOCHO(40) + pentane(1),[O]CO+[CH2]CCCC_O=CO+CCCCC
3975,3975,OH(15) + HOCH2O(39) <=> H2O(8) + HOCHO(40),[OH]+[O]CO_O+O=CO
3976,3976,HCO(19) + HOCH2O(39) <=> CH2O(9) + HOCHO(40),[CH]=O+[O]CO_C=O+O=CO
3977,3977,CH3(18) + HOCH2O(39) <=> HOCHO(40) + CH4(10),[CH3]+[O]CO_O=CO+C
3978,3978,HOCH2O(39) + C2H3(22) <=> HOCHO(40) + C2H4(11),[O]CO+[CH]=C_O=CO+C=C
3979,3979,HOCH2O(39) + C3H5-A(94) <=> HOCHO(40) + C3H6(12),[O]CO+[CH2]C=C_O=CO+C=CC
3980,3980,H(14) + HOCH2O(39) <=> H2(13) + HOCHO(40),[H]+[O]CO_[H][H]+O=CO
3981,3981,HOCH2O(39) + C5H92-4(428) <=> HOCHO(40) + C5H10-2(424),[O]CO+C[CH]C=CC_O=CO+CC=CCC
3982,3982,HOCH2O(39) + C5H91-3(425) <=> HOCHO(40) + C5H10-2(424),[O]CO+C=C[CH]CC_O=CO+CC=CCC
3983,3983,HOCH2O(39) + CH2CHO(21) <=> HOCHO(40) + CH3CHO(35),[O]CO+[CH2]C=O_O=CO+CC=O
3984,3984,HOCH2O(39) + CH3CO(20) <=> HOCHO(40) + CH3CHO(35),[O]CO+C[C]=O_O=CO+CC=O
3985,3985,HOCH2O(39) + C4H71-3(191) <=> HOCHO(40) + C4H8-1(189),[O]CO+C=C[CH]C_O=CO+C=CCC
3986,3986,HOCH2O(39) + C4H71-4(192) <=> HOCHO(40) + C4H8-1(189),[O]CO+[CH2]CC=C_O=CO+C=CCC
3987,3987,HOCH2O(39) + C4H71-1(193) <=> HOCHO(40) + C4H8-1(189),[O]CO+[CH]=CCC_O=CO+C=CCC
3988,3988,HOCH2O(39) + C2H5CO(77) <=> HOCHO(40) + C2H5CHO(76),[O]CO+CC[C]=O_O=CO+CCC=O
3989,3989,HOCH2O(39) + C2H5(33) <=> HOCHO(40) + C2H6(32),[O]CO+C[CH2]_O=CO+CC
3990,3990,HOCH2O(39) + C4H71-3(191) <=> HOCHO(40) + C4H8-2(190),[O]CO+C=C[CH]C_O=CO+CC=CC
3991,3991,HOCH2O(39) + C5H91-3(425) <=> HOCHO(40) + C5H10-1(423),[O]CO+C=C[CH]CC_O=CO+C=CCCC
3992,3992,HOCHO(40) + CH2CO(24) <=> HOCH2O(39) + HCCO(27),O=CO+C=C=O_[O]CO+C#C[O]
3993,3993,HOCHO(40) + CH3CHO(35) <=> HOCH2O(39) + CH2CHO(21),O=CO+CC=O_[O]CO+[CH2]C=O
3994,3994,HOCH2O(39) + CH3CO2(55) <=> HOCHO(40) + CC(=O)O(1413),[O]CO+CC([O])=O_O=CO+CC(=O)O
3995,3995,HOCH2O(39) + C2H5O2(47) <=> HOCHO(40) + C2H5O2H(48),[O]CO+CCO[O]_O=CO+CCOO
3996,3996,HOCH2O(39) + C2H4O2H(50) <=> HOCHO(40) + C2H5O2H(48),[O]CO+[CH2]COO_O=CO+CCOO
3997,3997,OCHO(38) + HOCH2O(39) <=> HOCHO(40) + HOCHO(40),[O]C=O+[O]CO_O=CO+O=CO
3998,3998,CH2O(9) + CH2CO(24) <=> HOCH2O(39) + C2H(4),C=O+C=C=O_[O]CO+[C]#C
3999,3999,HOCHO(40) + HOCHO(40) <=> OCHO(38) + HOCH2O(39),O=CO+O=CO_[O]C=O+[O]CO
4000,4000,HOCH2O(39) + C2H(4) <=> HOCHO(40) + C2H2(25),[O]CO+[C]#C_O=CO+C#C
4001,4001,CH3O2(45) + HOCH2O(39) <=> HOCHO(40) + CH3O2H(46),CO[O]+[O]CO_O=CO+COO
4002,4002,CH2O2H(292) + HOCH2O(39) <=> HOCHO(40) + CH3O2H(46),[CH2]OO+[O]CO_O=CO+COO
4003,4003,O(5) + HOCH2O(39) <=> OH(15) + HOCHO(40),[O]+[O]CO_[OH]+O=CO
4004,4004,HOCHO(40) + CC(=O)O(1413) <=> HOCH2O(39) + CH3CO2(55),O=CO+CC(=O)O_[O]CO+CC([O])=O
4005,4005,HOCH2O(39) + CH3COCH2O2(72) <=> HOCHO(40) + C3KET21(73),[O]CO+CC(=O)CO[O]_O=CO+CC(=O)COO
4006,4006,HOCH2O(39) + [CH2]C(=O)COO(986) <=> HOCHO(40) + C3KET21(73),[O]CO+[CH2]C(=O)COO_O=CO+CC(=O)COO
4007,4007,CH3O(31) + HOCH2O(39) <=> HOCHO(40) + CH3OH(30),C[O]+[O]CO_O=CO+CO
4008,4008,HOCH2O(39) + CC1OOC(CO[O])O1(4087) <=> HOCHO(40) + CC1OOC(COO)O1(4411),[O]CO+CC1OOC(CO[O])O1_O=CO+CC1OOC(COO)O1
4009,4009,HOCH2O(39) + [CH2]C=C[CH2](3731) <=> HOCHO(40) + C4H71-3(191),[O]CO+[CH2]C=C[CH2]_O=CO+C=C[CH]C
