i,name,SMILES,unique_string
2493,C3H5-A(94) + O2(2) <=> HO2(16) + C3H4,[CH2]C=C+[O][O]_C=C=C+[O]O,5+50=19+149
2494,CH3(18) + C3H5-A(94) <=> CH4(10) + C3H4,[CH2]C=C+[CH3]_C+C=C=C,21+50=13+149
2495,C3H5-A(94) + C2H5(33) <=> C2H6(32) + C3H4,C[CH2]+[CH2]C=C_C=C=C+CC,32+50=31+149
2496,C3H5-A(94) + C3H5-A(94) <=> C3H6(12) + C3H4,[CH2]C=C+[CH2]C=C_C=C=C+C=CC,50+50=15+149
2497,C3H5-A(94) + IC3H7(93) <=> C3H8 + C3H4,C[CH]C+[CH2]C=C_C=C=C+CCC,49+50=130+149
2498,C3H5-A(94) + C4H9 <=> C4H10 + C3H4,C[C](C)C+[CH2]C=C_C=C=C+CC(C)C,50+131=132+149
2499,C2H3(22) + C3H5-A(94) <=> C2H4(11) + C3H4,[CH2]C=C+[CH]=C_C=C+C=C=C,25+50=14+149
2500,OH(15) + C3H5-A(94) <=> H2O(8) + C3H4,[CH2]C=C+[OH]_C=C=C+O,18+50=11+149
2501,CH2OH(34) + IC3H7(93) <=> C3H8 + CH2O(9),C[CH]C+[CH2]O_C=O+CCC,49+111=12+130
2502,CH2OH(34) + C4H9 <=> C4H10 + CH2O(9),C[C](C)C+[CH2]O_C=O+CC(C)C,111+131=12+132
2503,CH3S + CH3S <=> CH4S + CH2S,C[S]+C[S]_C=S+CS,141+141=142+148
2504,C2H5S-2 + NC3H7(92) <=> C2H6S + C3H6(12),C[CH]S+[CH2]CC_C=CC+CCS,48+150=15+151
2506,C5H9-2 + O2(2) <=> HO2(16) + C5H8-3,[CH2]C(C)C=C+[O][O]_C=CC(=C)C+[O]O,5+152=19+153
2507,C6H9 + O2(2) <=> HO2(16) + C6H8,[CH2]C(C=C)C=C+[O][O]_C=CC(=C)C=C+[O]O,5+154=19+155
2508,HO2(16) + H2N <=> H3N + O=O(694),[NH2]+[O]O_N+O=O,19+156=121+157
2509,HN2 + O2(2) <=> HO2(16) + N2,[N]=N+[O][O]_N#N+[O]O,5+158=0+19
2510,H(14) + HN2 <=> H2(13) + N2,[H]+[N]=N_N#N+[H][H],17+158=0+16
2511,OH(15) + HN2 <=> H2O(8) + N2,[N]=N+[OH]_N#N+O,18+158=0+11
2512,HN2 + O(5) <=> OH(15) + N2,[N]=N+[O]_N#N+[OH],8+158=0+18
2513,H2N + HN2 <=> H3N + N2,[NH2]+[N]=N_N+N#N,156+158=0+157
2514,HO2(16) + HN2 <=> H2O2(17) + N2,[N]=N+[O]O_N#N+OO,19+158=0+20
2515,HN2 + NO <=> HNO + N2,[N]=N+[N]=O_N#N+N=O,158+159=0+160
2516,H(14) + H2N2 <=> H2(13) + HN2,[H]+[N]N_[H][H]+[N]=N,17+161=16+158
2517,H2N2 + O(5) <=> OH(15) + HN2,[N]N+[O]_[N]=N+[OH],8+161=18+158
2518,OH(15) + H2N2 <=> H2O(8) + HN2,[N]N+[OH]_O+[N]=N,18+161=11+158
2519,H2N2 + CH3(18) <=> CH4(10) + HN2,[CH3]+[N]N_C+[N]=N,21+161=13+158
2520,H2N + H2N2 <=> H3N + HN2,[NH2]+[N]N_N+[N]=N,156+161=157+158
2521,HO2(16) + H2N2 <=> H2O2(17) + HN2,[N]N+[O]O_OO+[N]=N,19+161=20+158
2522,H(14) + H3N2 <=> H2(13) + H2N2-2,[H]+[NH]N_N=N+[H][H],17+162=16+163
2523,H3N2 + O(5) <=> OH(15) + H2N2-2,[NH]N+[O]_N=N+[OH],8+162=18+163
2524,OH(15) + H3N2 <=> H2O(8) + H2N2-2,[NH]N+[OH]_N=N+O,18+162=11+163
2525,H3N2 + CH3(18) <=> CH4(10) + H2N2-2,[CH3]+[NH]N_C+N=N,21+162=13+163
2526,H2N + H3N2 <=> H3N + H2N2-2,[NH2]+[NH]N_N+N=N,156+162=157+163
2527,HO2(16) + H3N2 <=> H2O2(17) + H2N2-2,[NH]N+[O]O_N=N+OO,19+162=20+163
2528,HO2(16) + H3N2 <=> H4N2 + O=O(694),[NH]N+[O]O_NN+O=O,19+162=121+164
2529,H(14) + H2NO <=> H2(13) + HNO,N[O]+[H]_N=O+[H][H],17+165=16+160
2530,H2NO + O(5) <=> OH(15) + HNO,N[O]+[O]_N=O+[OH],8+165=18+160
2531,OH(15) + H2NO <=> H2O(8) + HNO,N[O]+[OH]_N=O+O,18+165=11+160
2532,H2NO + CH3(18) <=> CH4(10) + HNO,N[O]+[CH3]_C+N=O,21+165=13+160
2533,H2N + H2NO <=> H3N + HNO,N[O]+[NH2]_N+N=O,156+165=157+160
2534,HO2(16) + H2NO <=> H2O2(17) + HNO,N[O]+[O]O_N=O+OO,19+165=20+160
2535,HO2(16) + H2NO <=> H3NO + O=O(694),N[O]+[O]O_NO+O=O,19+165=121+166
2536,H(14) + H2NO-3 <=> H2(13) + HNO,[H]+[NH]O_N=O+[H][H],17+167=16+160
2537,H2NO-3 + O(5) <=> OH(15) + HNO,[NH]O+[O]_N=O+[OH],8+167=18+160
2538,OH(15) + H2NO-3 <=> H2O(8) + HNO,[NH]O+[OH]_N=O+O,18+167=11+160
2539,H2NO-3 + CH3(18) <=> CH4(10) + HNO,[CH3]+[NH]O_C+N=O,21+167=13+160
2540,H2N + H2NO-3 <=> H3N + HNO,[NH2]+[NH]O_N+N=O,156+167=157+160
2541,HO2(16) + H2NO-3 <=> H2O2(17) + HNO,[NH]O+[O]O_N=O+OO,19+167=20+160
2542,HO2(16) + H2NO-3 <=> H3NO + O=O(694),[NH]O+[O]O_NO+O=O,19+167=121+166
2543,HO2(16) + CH2N <=> H2O2(17) + CHN,C=[N]+[O]O_C#N+OO,19+168=20+169
2544,HO2(16) + CH2N <=> CH3N + O=O(694),C=[N]+[O]O_C=N+O=O,19+168=121+170
2545,CH3(18) + CH2N <=> CH4(10) + CHN,C=[N]+[CH3]_C+C#N,21+168=13+169
2546,OH(15) + CH2N <=> H2O(8) + CHN,C=[N]+[OH]_C#N+O,18+168=11+169
2547,H(14) + CH2N <=> H2(13) + CHN,C=[N]+[H]_C#N+[H][H],17+168=16+169
2548,H2N + CH2N <=> H3N + CHN,C=[N]+[NH2]_C#N+N,156+168=157+169
2549,CH2N + O(5) <=> OH(15) + CHN,C=[N]+[O]_C#N+[OH],8+168=18+169
2550,H(14) + CH2N-3 <=> H2(13) + CHN,[CH]=N+[H]_C#N+[H][H],17+171=16+169
2551,CH2N-3 + O(5) <=> OH(15) + CHN,[CH]=N+[O]_C#N+[OH],8+171=18+169
2552,OH(15) + CH2N-3 <=> H2O(8) + CHN,[CH]=N+[OH]_C#N+O,18+171=11+169
2553,CH2N-3 + CH3(18) <=> CH4(10) + CHN,[CH3]+[CH]=N_C+C#N,21+171=13+169
2554,H(14) + CH4N <=> H2(13) + CH3N,C[NH]+[H]_C=N+[H][H],17+172=16+170
2555,CH4N + O(5) <=> OH(15) + CH3N,C[NH]+[O]_C=N+[OH],8+172=18+170
2556,OH(15) + CH4N <=> H2O(8) + CH3N,C[NH]+[OH]_C=N+O,18+172=11+170
2557,CH4N + CH3(18) <=> CH4(10) + CH3N,C[NH]+[CH3]_C+C=N,21+172=13+170
2558,H(14) + CH4N-2 <=> H2(13) + CH3N,[CH2]N+[H]_C=N+[H][H],17+173=16+170
2559,CH4N-2 + O(5) <=> OH(15) + CH3N,[CH2]N+[O]_C=N+[OH],8+173=18+170
2560,OH(15) + CH4N-2 <=> H2O(8) + CH3N,[CH2]N+[OH]_C=N+O,18+173=11+170
2561,CH3(18) + CH4N-2 <=> CH4(10) + CH3N,[CH2]N+[CH3]_C+C=N,21+173=13+170
2562,H(14) + CH2NO <=> H2(13) + CHNO,[H]+[O-][N+]=C_[H][H]+[O-][N+]#C,17+174=16+175
2563,OH(15) + CH2NO <=> H2O(8) + CHNO,[OH]+[O-][N+]=C_O+[O-][N+]#C,18+174=11+175
2564,CH3(18) + CH2NO <=> CH4(10) + CHNO,[CH3]+[O-][N+]=C_C+[O-][N+]#C,21+174=13+175
2565,H2N + CH2NO <=> H3N + CHNO,[NH2]+[O-][N+]=C_N+[O-][N+]#C,156+174=157+175
2566,C5H7 + C4H71-3(190) <=> C5H8 + C4H6(194),C=C[CH]C+C=C[CH]C=C_C=CC=C+C=CCC=C,63+137=66+138
2567,C6H5 + C6H5 <=> C6H6 + C6H4,[c]1ccccc1+[c]1ccccc1_C1#CC=CC=C1+c1ccccc1,176+176=177+178
2568,pentane(1) <=> H(14) + C5H11-2(421),CCCCC_[H]+C[CH]CCC,179=17+192
2569,H(14) + pentane(1) <=> H2(13) + C5H11-2(421),[H]+CCCCC_[H][H]+C[CH]CCC,17+179=16+192
2570,OH(15) + pentane(1) <=> H2O(8) + C5H11-2(421),[OH]+CCCCC_O+C[CH]CCC,18+179=11+192
2571,O(5) + pentane(1) <=> OH(15) + C5H11-2(421),[O]+CCCCC_[OH]+C[CH]CCC,8+179=18+192
2572,CH3(18) + pentane(1) <=> CH4(10) + C5H11-2(421),[CH3]+CCCCC_C+C[CH]CCC,21+179=13+192
2573,HO2(16) + pentane(1) <=> H2O2(17) + C5H11-2(421),[O]O+CCCCC_OO+C[CH]CCC,19+179=20+192
2574,C2H3(22) + pentane(1) <=> C2H4(11) + C5H11-2(421),[CH]=C+CCCCC_C=C+C[CH]CCC,25+179=14+192
2575,O2(2) + pentane(1) <=> HO2(16) + C5H11-2(421),[O][O]+CCCCC_[O]O+C[CH]CCC,5+179=19+192
2576,pentane(1) <=> H(14) + C5H11-3(422),CCCCC_[H]+CC[CH]CC,179=17+193
2577,H(14) + pentane(1) <=> H2(13) + C5H11-3(422),[H]+CCCCC_[H][H]+CC[CH]CC,17+179=16+193
2578,OH(15) + pentane(1) <=> H2O(8) + C5H11-3(422),[OH]+CCCCC_O+CC[CH]CC,18+179=11+193
2579,O(5) + pentane(1) <=> OH(15) + C5H11-3(422),[O]+CCCCC_[OH]+CC[CH]CC,8+179=18+193
2580,CH3(18) + pentane(1) <=> CH4(10) + C5H11-3(422),[CH3]+CCCCC_C+CC[CH]CC,21+179=13+193
2581,HO2(16) + pentane(1) <=> H2O2(17) + C5H11-3(422),[O]O+CCCCC_OO+CC[CH]CC,19+179=20+193
2582,C2H3(22) + pentane(1) <=> C2H4(11) + C5H11-3(422),[CH]=C+CCCCC_C=C+CC[CH]CC,25+179=14+193
2583,C5H11-2(421) + pentane(1) <=> C5H11-3(422) + pentane(1),C[CH]CCC+CCCCC_CC[CH]CC+CCCCC,179+192=179+193
2584,O2(2) + pentane(1) <=> HO2(16) + C5H11-3(422),[O][O]+CCCCC_[O]O+CC[CH]CC,5+179=19+193
2585,C5H11-2(421) <=> C5H11-3(422),C[CH]CCC_CC[CH]CC,192=193
2586,pentane(1) <=> C2H5(33) + NC3H7(92),CCCCC_C[CH2]+[CH2]CC,179=32+48
2587,C5H11-2(421) <=> C2H5(33) + C3H6(12),C[CH]CCC_C[CH2]+C=CC,192=15+32
2588,C2H5(33) + C5H11-3(422) <=> C2H4(11) + pentane(1),C[CH2]+CC[CH]CC_C=C+CCCCC,32+193=14+179
2589,C2H5(33) + C5H11-2(421) <=> C2H4(11) + pentane(1),C[CH2]+C[CH]CCC_C=C+CCCCC,32+192=14+179
2590,NC3H7(92) + C5H11-3(422) <=> C3H6(12) + pentane(1),[CH2]CC+CC[CH]CC_C=CC+CCCCC,48+193=15+179
2591,NC3H7(92) + C5H11-2(421) <=> C3H6(12) + pentane(1),[CH2]CC+C[CH]CCC_C=CC+CCCCC,48+192=15+179
2592,H(14) + HCO(19) <=> CH2O(9),[H]+[CH]=O_C=O,17+22=12
2593,H(14) + C2H3(22) <=> C2H4(11),[H]+[CH]=C_C=C,17+25=14
2594,O2(2) + C5H11-2(421) <=> C5H11O2-2(437),[O][O]+C[CH]CCC_CCCC(C)O[O],5+192=202
2595,HCO(19) + C5H11-3(422) <=> CO(6) + pentane(1),[CH]=O+CC[CH]CC_[C-]#[O+]+CCCCC,22+193=9+179
2596,HCO(19) + C5H11-2(421) <=> CO(6) + pentane(1),[CH]=O+C[CH]CCC_[C-]#[O+]+CCCCC,22+192=9+179
2597,O2(2) + C5H11-3(422) <=> C5H11O2-3(439),[O][O]+CC[CH]CC_CCC(CC)O[O],5+193=203
2598,C5H11O2-2(437) <=> C5H10OOH2-4(447),CCCC(C)O[O]_C[CH]CC(C)OO,202=206
2599,C5H11O2-3(439) <=> C5H10OOH3-1(449),CCC(CC)O[O]_[CH2]CC(CC)OO,203=208
2600,C5H11O2-2(437) <=> C5H10OOH2-5(448),CCCC(C)O[O]_[CH2]CCC(C)OO,202=207
2601,C5H10OOH2-5(448) <=> C5H10OOH2-4(447),[CH2]CCC(C)OO_C[CH]CC(C)OO,207=206
2602,C5H11-2(421) <=> H(14) + C5H10-2(424),C[CH]CCC_[H]+CC=CCC,192=17+195
2603,C5H11-3(422) <=> H(14) + C5H10-2(424),CC[CH]CC_[H]+CC=CCC,193=17+195
2604,O2(2) + C5H11-2(421) <=> HO2(16) + C5H10-2(424),[O][O]+C[CH]CCC_[O]O+CC=CCC,5+192=19+195
2605,O2(2) + C5H11-3(422) <=> HO2(16) + C5H10-2(424),[O][O]+CC[CH]CC_[O]O+CC=CCC,5+193=19+195
2606,C5H11O2-2(437) <=> HO2(16) + C5H10-2(424),CCCC(C)O[O]_[O]O+CC=CCC,202=19+195
2607,C5H11O2-3(439) <=> HO2(16) + C5H10-2(424),CCC(CC)O[O]_[O]O+CC=CCC,203=19+195
2608,HO2(16) + C5H11-2(421) <=> H2O2(17) + C5H10-2(424),[O]O+C[CH]CCC_OO+CC=CCC,19+192=20+195
2609,C5H11-2(421) + C5H11-2(421) <=> C5H10-2(424) + pentane(1),C[CH]CCC+C[CH]CCC_CC=CCC+CCCCC,192+192=179+195
2610,HO2(16) + C5H11-3(422) <=> H2O2(17) + C5H10-2(424),[O]O+CC[CH]CC_OO+CC=CCC,19+193=20+195
2611,C5H11-3(422) + C5H11-3(422) <=> C5H10-2(424) + pentane(1),CC[CH]CC+CC[CH]CC_CC=CCC+CCCCC,193+193=179+195
2612,C5H11-2(421) + C5H11-3(422) <=> C5H10-2(424) + pentane(1),C[CH]CCC+CC[CH]CC_CC=CCC+CCCCC,192+193=179+195
2613,O2(2) + C5H10OOH2-4(447) <=> C5H10OOH2-4O2(463),[O][O]+C[CH]CC(C)OO_CC(CC(C)OO)O[O],5+206=213
2614,C5H10OOH2-4O2(463) <=> OH(15) + NC5KET24(487),CC(CC(C)OO)O[O]_[OH]+CC(=O)CC(C)OO,213=18+219
2615,O2(2) + C5H10OOH3-1(449) <=> C5H10OOH3-1O2(465),[O][O]+[CH2]CC(CC)OO_CCC(CCO[O])OO,5+208=214
2616,OH(15) + C5H11-2(421) <=> H2O(8) + C5H10-2(424),[OH]+C[CH]CCC_O+CC=CCC,18+192=11+195
2617,OH(15) + C5H11-3(422) <=> H2O(8) + C5H10-2(424),[OH]+CC[CH]CC_O+CC=CCC,18+193=11+195
2618,"C5H10OOH3-1O2(465) <=> C5H92-3,5OOH(473)",CCC(CCO[O])OO_C[CH]C(CCOO)OO,214=216
2619,"C5H92-3,5OOH(473) <=> OH(15) + C5H9O2-3OOH-5(520)",C[CH]C(CCOO)OO_[OH]+CC1OC1CCOO,216=18+221
2620,C5H10OOH2-4(447) <=> OH(15) + C5H10O2-4(456),C[CH]CC(C)OO_[OH]+CC1CC(C)O1,206=18+210
2621,OH(15) + C5H10O2-4(456) => H2O(8) + CH3CO(20) + C3H6(12),[OH]+CC1CC(C)O1_O+C[C]=O+C=CC,18+210=11+15+23
2622,HO2(16) + C5H10O2-4(456) => H2O2(17) + CH3CO(20) + C3H6(12),[O]O+CC1CC(C)O1_OO+C[C]=O+C=CC,19+210=15+20+23
2623,pentane(1) <=> H(14) + C5H11-1(420),CCCCC_[H]+[CH2]CCCC,179=17+191
2624,H(14) + pentane(1) <=> H2(13) + C5H11-1(420),[H]+CCCCC_[H][H]+[CH2]CCCC,17+179=16+191
2625,OH(15) + pentane(1) <=> H2O(8) + C5H11-1(420),[OH]+CCCCC_O+[CH2]CCCC,18+179=11+191
2626,O(5) + pentane(1) <=> OH(15) + C5H11-1(420),[O]+CCCCC_[OH]+[CH2]CCCC,8+179=18+191
2627,CH3(18) + pentane(1) <=> CH4(10) + C5H11-1(420),[CH3]+CCCCC_C+[CH2]CCCC,21+179=13+191
2628,HO2(16) + pentane(1) <=> H2O2(17) + C5H11-1(420),[O]O+CCCCC_OO+[CH2]CCCC,19+179=20+191
2629,C2H3(22) + pentane(1) <=> C2H4(11) + C5H11-1(420),[CH]=C+CCCCC_C=C+[CH2]CCCC,25+179=14+191
2630,C5H11-1(420) + pentane(1) <=> C5H11-2(421) + pentane(1),[CH2]CCCC+CCCCC_C[CH]CCC+CCCCC,179+191=179+192
2631,C5H11-1(420) + pentane(1) <=> C5H11-3(422) + pentane(1),[CH2]CCCC+CCCCC_CC[CH]CC+CCCCC,179+191=179+193
2632,O2(2) + pentane(1) <=> HO2(16) + C5H11-1(420),[O][O]+CCCCC_[O]O+[CH2]CCCC,5+179=19+191
2633,C5H11-1(420) <=> C2H4(11) + NC3H7(92),[CH2]CCCC_C=C+[CH2]CC,191=14+48
2634,C5H11-1(420) <=> C5H11-2(421),[CH2]CCCC_C[CH]CCC,191=192
2635,C5H11-1(420) <=> C5H11-3(422),[CH2]CCCC_CC[CH]CC,191=193
2636,C2H5(33) + C5H11-1(420) <=> C2H4(11) + pentane(1),C[CH2]+[CH2]CCCC_C=C+CCCCC,32+191=14+179
2637,NC3H7(92) + C5H11-1(420) <=> C3H6(12) + pentane(1),[CH2]CC+[CH2]CCCC_C=CC+CCCCC,48+191=15+179
2638,HCO(19) + C5H11-1(420) <=> CO(6) + pentane(1),[CH]=O+[CH2]CCCC_[C-]#[O+]+CCCCC,22+191=9+179
2639,C5H11-1(420) + C5H11-2(421) <=> C5H10-2(424) + pentane(1),[CH2]CCCC+C[CH]CCC_CC=CCC+CCCCC,191+192=179+195
2640,C5H11-1(420) + C5H11-3(422) <=> C5H10-2(424) + pentane(1),[CH2]CCCC+CC[CH]CC_CC=CCC+CCCCC,191+193=179+195
2641,O2(2) + C5H11-1(420) <=> C5H11O2-1(435),[O][O]+[CH2]CCCC_CCCCCO[O],5+191=201
2642,C5H11O2-1(435) <=> C5H10OOH1-3(442),CCCCCO[O]_CC[CH]CCOO,201=204
2643,C5H11O2-1(435) <=> C5H10OOH1-4(443),CCCCCO[O]_C[CH]CCCOO,201=205
2644,C5H10OOH1-3(442) <=> C5H10OOH1-4(443),CC[CH]CCOO_C[CH]CCCOO,204=205
2645,C5H10OOH1-4(443) <=> OH(15) + C5H10O1-4(453),C[CH]CCCOO_[OH]+CC1CCCO1,205=18+209
2646,C5H10OOH2-5(448) <=> OH(15) + C5H10O1-4(453),[CH2]CCC(C)OO_[OH]+CC1CCCO1,207=18+209
2647,OH(15) + C5H10O1-4(453) => H2O(8) + CH2CHO(21) + C3H6(12),[OH]+CC1CCCO1_O+[CH2]C=O+C=CC,18+209=11+15+24
2648,HO2(16) + C5H10O1-4(453) => H2O2(17) + CH2CHO(21) + C3H6(12),[O]O+CC1CCCO1_OO+[CH2]C=O+C=CC,19+209=15+20+24
2649,NC5KET24(487) <=> OH(15) + CH3COCH2C2H4O(527),CC(=O)CC(C)OO_[OH]+CC(=O)CC(C)[O],219=18+223
2650,C5H10OOH2-4(447) => OH(15) + CH3CHO(35) + C3H6(12),C[CH]CC(C)OO_[OH]+CC=O+C=CC,206=15+18+33
2651,C5H10O2-4(456) <=> CH3CHO(35) + C3H6(12),CC1CC(C)O1_CC=O+C=CC,210=15+33
2652,HCO(19) + CH3(18) <=> CH3CHO(35),[CH]=O+[CH3]_CC=O,21+22=33
2653,OH(15) + C5H10O1-4(453) => H2O(8) + C2H4(11) + CH3COCH2(70),[OH]+CC1CCCO1_O+C=C+[CH2]C(C)=O,18+209=11+14+43
2654,HO2(16) + C5H10O1-4(453) => H2O2(17) + C2H4(11) + CH3COCH2(70),[O]O+CC1CCCO1_OO+C=C+[CH2]C(C)=O,19+209=14+20+43
2655,CH3COCH2C2H4O(527) <=> CH3CHO(35) + CH3COCH2(70),CC(=O)CC(C)[O]_CC=O+[CH2]C(C)=O,223=33+43
2656,CH3CO(20) + C5H11-3(422) <=> CH2CO(24) + pentane(1),C[C]=O+CC[CH]CC_C=C=O+CCCCC,23+193=27+179
2657,CH3CO(20) + C5H11-2(421) <=> CH2CO(24) + pentane(1),C[C]=O+C[CH]CCC_C=C=O+CCCCC,23+192=27+179
2658,CH3CO(20) + C5H11-1(420) <=> CH2CO(24) + pentane(1),C[C]=O+[CH2]CCCC_C=C=O+CCCCC,23+191=27+179
2659,CH2CHO(21) + C5H11-3(422) <=> CH2CO(24) + pentane(1),[CH2]C=O+CC[CH]CC_C=C=O+CCCCC,24+193=27+179
2660,CH2CHO(21) + C5H11-2(421) <=> CH2CO(24) + pentane(1),[CH2]C=O+C[CH]CCC_C=C=O+CCCCC,24+192=27+179
2661,CH2CHO(21) + C5H11-1(420) <=> CH2CO(24) + pentane(1),[CH2]C=O+[CH2]CCCC_C=C=O+CCCCC,24+191=27+179
2662,CH2CHO(21) + C5H11-2(421) <=> CH3CHO(35) + C5H10-2(424),[CH2]C=O+C[CH]CCC_CC=O+CC=CCC,24+192=33+195
2663,CH3CO(20) + C5H11-2(421) <=> CH3CHO(35) + C5H10-2(424),C[C]=O+C[CH]CCC_CC=O+CC=CCC,23+192=33+195
2664,CH2CHO(21) + C5H11-3(422) <=> CH3CHO(35) + C5H10-2(424),[CH2]C=O+CC[CH]CC_CC=O+CC=CCC,24+193=33+195
2665,CH3CO(20) + C5H11-3(422) <=> CH3CHO(35) + C5H10-2(424),C[C]=O+CC[CH]CC_CC=O+CC=CCC,23+193=33+195
2666,O2(2) + C5H10OOH1-3(442) <=> C5H10OOH1-3O2(458),[O][O]+CC[CH]CCOO_CCC(CCOO)O[O],5+204=211
2667,"C5H10OOH1-3O2(458) <=> C5H92-3,5OOH(473)",CCC(CCOO)O[O]_C[CH]C(CCOO)OO,211=216
2668,C5H10OOH1-3O2(458) <=> C5H10OOH3-1O2(465),CCC(CCOO)O[O]_CCC(CCO[O])OO,211=214
2669,"C5H10OOH1-3O2(458) <=> C5H91-3,5OOH(474)",CCC(CCOO)O[O]_[CH2]CC(CCOO)OO,211=217
2670,"C5H10OOH3-1O2(465) <=> C5H91-3,5OOH(474)",CCC(CCO[O])OO_[CH2]CC(CCOO)OO,214=217
2671,"C5H91-3,5OOH(474) <=> C5H92-3,5OOH(473)",[CH2]CC(CCOO)OO_C[CH]C(CCOO)OO,217=216
2672,IC3H7(93) + C5H11-3(422) <=> C3H6(12) + pentane(1),C[CH]C+CC[CH]CC_C=CC+CCCCC,49+193=15+179
2673,IC3H7(93) + C5H11-2(421) <=> C3H6(12) + pentane(1),C[CH]C+C[CH]CCC_C=CC+CCCCC,49+192=15+179
2674,IC3H7(93) + C5H11-1(420) <=> C3H6(12) + pentane(1),C[CH]C+[CH2]CCCC_C=CC+CCCCC,49+191=15+179
2675,C2H4(11) + C3H6(12) <=> C5H10-2(424),C=C+C=CC_CC=CCC,14+15=195
2676,C5H11-3(422) <=> CH3(18) + C4H8-1(189),CC[CH]CC_[CH3]+C=CCC,193=21+61
2677,C5H10OOH1-3(442) => OH(15) + CH2O(9) + C4H8-1(189),CC[CH]CCOO_[OH]+C=O+C=CCC,204=12+18+61
2678,O(5) + C5H11-2(421) <=> OH(15) + C5H10-2(424),[O]+C[CH]CCC_[OH]+CC=CCC,8+192=18+195
2679,O(5) + C5H11-3(422) <=> OH(15) + C5H10-2(424),[O]+CC[CH]CC_[OH]+CC=CCC,8+193=18+195
2680,CH2(23) + C5H11-2(421) <=> CH3(18) + C5H10-2(424),[CH2]+C[CH]CCC_[CH3]+CC=CCC,26+192=21+195
2681,CH2(23) + C5H11-3(422) <=> CH3(18) + C5H10-2(424),[CH2]+CC[CH]CC_[CH3]+CC=CCC,26+193=21+195
2682,CH2O(9) + C5H11-3(422) <=> HCO(19) + pentane(1),C=O+CC[CH]CC_[CH]=O+CCCCC,12+193=22+179
2683,CH2O(9) + C5H11-2(421) <=> HCO(19) + pentane(1),C=O+C[CH]CCC_[CH]=O+CCCCC,12+192=22+179
2684,CH2O(9) + C5H11-1(420) <=> HCO(19) + pentane(1),C=O+[CH2]CCCC_[CH]=O+CCCCC,12+191=22+179
2685,CH3CHO(35) + C5H11-3(422) <=> CH3CO(20) + pentane(1),CC=O+CC[CH]CC_C[C]=O+CCCCC,33+193=23+179
2686,CH3CHO(35) + C5H11-2(421) <=> CH3CO(20) + pentane(1),CC=O+C[CH]CCC_C[C]=O+CCCCC,33+192=23+179
2687,CH3CHO(35) + C5H11-1(420) <=> CH3CO(20) + pentane(1),CC=O+[CH2]CCCC_C[C]=O+CCCCC,33+191=23+179
2688,CH3CHO(35) + C5H11-3(422) <=> CH2CHO(21) + pentane(1),CC=O+CC[CH]CC_[CH2]C=O+CCCCC,33+193=24+179
2689,CH3CHO(35) + C5H11-2(421) <=> CH2CHO(21) + pentane(1),CC=O+C[CH]CCC_[CH2]C=O+CCCCC,33+192=24+179
2690,CH3CHO(35) + C5H11-1(420) <=> CH2CHO(21) + pentane(1),CC=O+[CH2]CCCC_[CH2]C=O+CCCCC,33+191=24+179
2691,C2H3(22) + C5H11-3(422) <=> C2H2(25) + pentane(1),[CH]=C+CC[CH]CC_C#C+CCCCC,25+193=28+179
2692,C2H3(22) + C5H11-2(421) <=> C2H2(25) + pentane(1),[CH]=C+C[CH]CCC_C#C+CCCCC,25+192=28+179
2693,C2H3(22) + C5H11-1(420) <=> C2H2(25) + pentane(1),[CH]=C+[CH2]CCCC_C#C+CCCCC,25+191=28+179
2694,C2H(4) + C5H11-2(421) <=> C2H2(25) + C5H10-2(424),[C]#C+C[CH]CCC_C#C+CC=CCC,7+192=28+195
2695,C2H(4) + C5H11-3(422) <=> C2H2(25) + C5H10-2(424),[C]#C+CC[CH]CC_C#C+CC=CCC,7+193=28+195
2696,HCO(19) + C5H11-2(421) <=> CH2O(9) + C5H10-2(424),[CH]=O+C[CH]CCC_C=O+CC=CCC,22+192=12+195
2697,HCO(19) + C5H11-3(422) <=> CH2O(9) + C5H10-2(424),[CH]=O+CC[CH]CC_C=O+CC=CCC,22+193=12+195
2698,CH3(18) + C5H11-2(421) <=> CH4(10) + C5H10-2(424),[CH3]+C[CH]CCC_C+CC=CCC,21+192=13+195
2699,CH3(18) + C5H11-3(422) <=> CH4(10) + C5H10-2(424),[CH3]+CC[CH]CC_C+CC=CCC,21+193=13+195
2700,C2H3(22) + C5H11-2(421) <=> C2H4(11) + C5H10-2(424),[CH]=C+C[CH]CCC_C=C+CC=CCC,25+192=14+195
2701,C2H3(22) + C5H11-3(422) <=> C2H4(11) + C5H10-2(424),[CH]=C+CC[CH]CC_C=C+CC=CCC,25+193=14+195
2702,H(14) + C5H11-2(421) <=> H2(13) + C5H10-2(424),[H]+C[CH]CCC_[H][H]+CC=CCC,17+192=16+195
2703,H(14) + C5H11-3(422) <=> H2(13) + C5H10-2(424),[H]+CC[CH]CC_[H][H]+CC=CCC,17+193=16+195
2704,C5H10OOH1-3O2(458) <=> OH(15) + NC5KET13(471),CCC(CCOO)O[O]_[OH]+CCC(CC=O)OO,211=18+215
2705,C5H10OOH3-1O2(465) <=> OH(15) + NC5KET13(471),CCC(CCO[O])OO_[OH]+CCC(CC=O)OO,214=18+215
2706,"C5H92-3,5OOH(473) <=> OH(15) + NC5KET13(471)",C[CH]C(CCOO)OO_[OH]+CCC(CC=O)OO,216=18+215
