i,name,SMILES,unique_string
35526,C[CH2](25) + C[CH]CO(1957) <=> C2H4(11) + CCCO(708),C[CH2]+C[CH]CO_C=C+CCCO,32+2790=14+2443
35527,C[CH2](25) + CC[CH]O(1958) <=> C2H4(11) + CCCO(708),C[CH2]+CC[CH]O_C=C+CCCO,32+2711=14+2443
35528,CO2(7) + [CH3](21) <=> CO(6) + C[O](238),O=C=O+[CH3]_[C-]#[O+]+C[O],10+21=9+30
35529,CO2(7) + [CH3](21) <=> CO(6) + [CH2]O(444),O=C=O+[CH3]_[C-]#[O+]+[CH2]O,10+21=9+111
35530,CO2(7) + [CH3](21) <=> CHO(192) + CH2O(9),O=C=O+[CH3]_[CH]=O+C=O,10+21=12+22
35531,CO2(7) + [CH3](21) <=> O(5) + [CH]1CO1(277),O=C=O+[CH3]_[O]+[CH]1CO1,10+21=8+2537
35532,CO2(7) + [CH3](21) <=> H(38) + C2H2O2(2586),O=C=O+[CH3]_[H]+O=C1CO1,10+21=17+311
35533,CO2(7) + [CH3](21) <=> O(5) + C2H3O(39),O=C=O+[CH3]_[O]+[CH2]C=O,10+21=8+24
35534,C4H7O2(1631) + C4H7O3(325) <=> C4H6O2(2413) + C4H8O3(1060)(49),O[CH]CC1CO1+O=CCC[CH]OO_O=CCC1CO1+O=CCCCOO,2481+2808=296+1248
35535,C4H7O2(1631) + OOC[CH]CCOO(284) <=> C4H6O2(2413) + OOCCCCOO(51),O[CH]CC1CO1+OOC[CH]CCOO_O=CCC1CO1+OOCCCCOO,2463+2481=305+1248
35536,[O]OCCCOO(179) + C4H7O2(1631) <=> OOCCCOO(197) + C4H6O2(2413),[O]OCCCOO+O[CH]CC1CO1_OOCCCOO+O=CCC1CO1,276+2481=1248+1531
35537,OO[CH]CCOO(198) + C4H7O2(1631) <=> OOCCCOO(197) + C4H6O2(2413),OO[CH]CCOO+O[CH]CC1CO1_OOCCCOO+O=CCC1CO1,370+2481=1248+1531
35538,C3H5O(1974) + C4H7O2(1631) <=> C3H6O(1955) + C4H6O2(2413),[CH]=CCO+O[CH]CC1CO1_C=CCO+O=CCC1CO1,2160+2481=115+1248
35539,[O]C1CO1(17319) + C4H7O2(1631) <=> C2H2O2(2586) + OCCC1CO1(580),[O]C1CO1+O[CH]CC1CO1_O=C1CO1+OCCC1CO1,2481+2732=103+311
35540,C4H7O2(1631) + C8H14O7(18767) <=> OCCC1CO1(580) + C8H13O7(18745),O[CH]CC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OCCC1CO1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2481+2833=103+1452
35541,C4H7O2(1631) + C8H13O7(18745) <=> C4H6O2(2413) + C8H14O7(18767),O[CH]CC1CO1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_O=CCC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1452+2481=1248+2833
35542,C4H7O2(1631) + C8H13O7(18913) <=> C4H6O2(2413) + C8H14O7(18767),O[CH]CC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO_O=CCC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,1458+2481=1248+2833
35543,C4H7O2(1631) + C8H14O7(18767) <=> OCCC1CO1(580) + C8H13O7(18913),O[CH]CC1CO1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_OCCC1CO1+C=C([O])C(OO)C(=O)C(O)CC(C)OO,2481+2833=103+1458
35544,CC1C[CH]O1(392) + C4H7O2(1631) <=> C4H6O2(2413) + CC1CCO1(99),CC1C[CH]O1+O[CH]CC1CO1_O=CCC1CO1+CC1CCO1,2481+2810=68+1248
35545,CC1C[CH]O1(392) + [O]CCC1CO1(529) <=> C4H6O2(2413) + CC1CCO1(99),CC1C[CH]O1+[O]CCC1CO1_O=CCC1CO1+CC1CCO1,1247+2810=68+1248
35546,CC1C[CH]O1(392) + C4H7O2(2463) <=> C4H6O2(2467) + CC1CCO1(99),CC1C[CH]O1+OC=C[CH]CO_O=CC=CCO+CC1CCO1,2487+2810=68+2488
35547,[O]C1CO1(17319) + CC1C[CH]O1(392) <=> C2H2O2(2586) + CC1CCO1(99),[O]C1CO1+CC1C[CH]O1_O=C1CO1+CC1CCO1,2732+2810=68+311
35548,CC1C[CH]O1(392) <=> C2H2O(36) + C[CH2](25),CC1C[CH]O1_C=C=O+C[CH2],2810=27+32
35549,CC1C[CH]O1(392) <=> C4H7O(12532),CC1C[CH]O1_C=C([O])CC,2810=2756
35550,CC1C[CH]O1(392) + C8H14O7(18767) <=> CC1CCO1(99) + C8H13O7(18745),CC1C[CH]O1+CC(=O)C(OO)C(=O)C(O)CC(C)OO_CC1CCO1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO,2810+2833=68+1452
35551,[O]C1CO1(17319) + C3H3O2(1558) <=> C2H2O2(2586) + C3H4O2(1505),[O]C1CO1+[O]C1=COC1_O=C1CO1+O=C1COC1,287+2732=88+311
35552,C3H4O2(1505) + C8H13O7(18745) <=> C3H3O2(1558) + C8H14O7(18767),O=C1COC1+CC(=O)C(O[O])C(=O)C(O)CC(C)OO_[O]C1=COC1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,88+1452=287+2833
35553,C3H4O2(1505) + C8H13O7(18913) <=> C3H3O2(1558) + C8H14O7(18767),O=C1COC1+C=C([O])C(OO)C(=O)C(O)CC(C)OO_[O]C1=COC1+CC(=O)C(OO)C(=O)C(O)CC(C)OO,88+1458=287+2833
35554,C3H2O3(20155) <=> CO2(7) + C2H2O(36),O=C1COC1=O_O=C=O+C=C=O,2834=10+27
35555,O2(2) + C3H3O2(1558) <=> OH(27) + C3H2O3(20155),[O][O]+[O]C1=COC1_[OH]+O=C1COC1=O,5+287=18+2834
35556,C3H3O4(27054) <=> OH(27) + C3H2O3(20155),[O]OC1OCC1=O_[OH]+O=C1COC1=O,323=18+2834
35557,C3H3O4(27064) <=> OH(27) + C3H2O3(20155),[O]C1=COC1OO_[OH]+O=C1COC1=O,325=18+2834
35558,C4H8O3(48) <=> HO2(14) + C4H7O(211),CC(CC=O)OO_[O]O+C[CH]CC=O,77=19+2826
35559,C4H7O2(210) <=> O(5) + C4H7O(211),CC([O])CC=O_[O]+C[CH]CC=O,283=8+2826
35560,C2H4O(35)(40) + C3H6(12) <=> [CH3](21) + C4H7O(211),CC=O+C=CC_[CH3]+C[CH]CC=O,15+33=21+2826
35561,CC1CCO1(99) <=> H(38) + C4H7O(211),CC1CCO1_[H]+C[CH]CC=O,68=17+2826
35562,CH2O(9) + C3H6(12) <=> H(38) + C4H7O(211),C=O+C=CC_[H]+C[CH]CC=O,12+15=17+2826
35563,C4H7O3(212) <=> O2(2) + C4H7O(211),CC(CC=O)O[O]_[O][O]+C[CH]CC=O,357=5+2826
35564,C2H3O(39) + C2H4O(35)(40) <=> O(5) + C4H7O(211),[CH2]C=O+CC=O_[O]+C[CH]CC=O,24+33=8+2826
35565,C2H4O(35)(40) + C2H4O(45) <=> OH(27) + C4H7O(211),CC=O+C=CO_[OH]+C[CH]CC=O,33+112=18+2826
35566,C4H7O3(215) <=> O2(2) + C4H7O(211),CC(C=C[O])OO_[O][O]+C[CH]CC=O,284=5+2826
35567,C4H7O3(217) <=> O2(2) + C4H7O(211),CC(C[C]=O)OO_[O][O]+C[CH]CC=O,358=5+2826
35568,C2H3O(39) + C2H4O(45) <=> O(5) + C4H7O(211),[CH2]C=O+C=CO_[O]+C[CH]CC=O,24+112=8+2826
35569,O2(2) + C4H7O(508) <=> O2(2) + C4H7O(211),[O][O]+CC=C(C)[O]_[O][O]+C[CH]CC=O,5+2541=5+2826
35570,C4H7O3(509) <=> O2(2) + C4H7O(211),CC(=O)C(C)O[O]_[O][O]+C[CH]CC=O,2542=5+2826
35571,C4H7O3(514) <=> O2(2) + C4H7O(211),C=C([O])C(C)OO_[O][O]+C[CH]CC=O,2543=5+2826
35572,CH2O2(2005) + C3H6(12) <=> OH(27) + C4H7O(211),O=CO+C=CC_[OH]+C[CH]CC=O,15+35=18+2826
35573,HO2(14) + C4H6O(687) <=> O2(2) + C4H7O(211),[O]O+C=CC(C)=O_[O][O]+C[CH]CC=O,19+1111=5+2826
35574,C[C]1OC1C(332) <=> C4H7O(211),C[C]1OC1C_C[CH]CC=O,2538=2826
35575,C[C]1CCO1(390) <=> C4H7O(211),C[C]1CCO1_C[CH]CC=O,2555=2826
35576,C4H7O(211) <=> C4H7O(508),C[CH]CC=O_CC=C(C)[O],2826=2541
35577,C2H2O(36) + C[CH2](25) <=> C4H7O(211),C=C=O+C[CH2]_C[CH]CC=O,27+32=2826
35578,C4H7O(211) <=> C4H7O(12532),C[CH]CC=O_C=C([O])CC,2826=2756
35579,C4H7O(211) <=> C4H7O(342),C[CH]CC=O_[CH2]CC(C)=O,2826=2539
35580,CC1C[CH]O1(392) <=> C4H7O(211),CC1C[CH]O1_C[CH]CC=O,2810=2826
35581,C[C]1OC1C(332) <=> CO(6) + C[CH]C(73),C[C]1OC1C_[C-]#[O+]+C[CH]C,2538=9+49
35582,C[C]1OC1C(332) <=> CHO(192) + C3H6(12),C[C]1OC1C_[CH]=O+C=CC,2538=15+22
35583,C[C]1CCO1(390) <=> CO(6) + C[CH]C(73),C[C]1CCO1_[C-]#[O+]+C[CH]C,2555=9+49
35584,C[C]1CCO1(390) <=> CHO(192) + C3H6(12),C[C]1CCO1_[CH]=O+C=CC,2555=15+22
35585,C4H7O(508) <=> CO(6) + C[CH]C(73),CC=C(C)[O]_[C-]#[O+]+C[CH]C,2541=9+49
35586,C4H7O(508) <=> CHO(192) + C3H6(12),CC=C(C)[O]_[CH]=O+C=CC,2541=15+22
35587,C2H2O(36) + C[CH2](25) <=> CO(6) + C[CH]C(73),C=C=O+C[CH2]_[C-]#[O+]+C[CH]C,27+32=9+49
35588,C2H2O(36) + C[CH2](25) <=> CHO(192) + C3H6(12),C=C=O+C[CH2]_[CH]=O+C=CC,27+32=15+22
35589,C4H7O(12532) <=> CO(6) + C[CH]C(73),C=C([O])CC_[C-]#[O+]+C[CH]C,2756=9+49
35590,C4H7O(12532) <=> CHO(192) + C3H6(12),C=C([O])CC_[CH]=O+C=CC,2756=15+22
35591,C4H7O(342) <=> CO(6) + C[CH]C(73),[CH2]CC(C)=O_[C-]#[O+]+C[CH]C,2539=9+49
35592,C4H7O(342) <=> CHO(192) + C3H6(12),[CH2]CC(C)=O_[CH]=O+C=CC,2539=15+22
35593,C4H7O(211) <=> CO(6) + C[CH]C(73),C[CH]CC=O_[C-]#[O+]+C[CH]C,2826=9+49
35594,C4H7O(211) <=> CHO(192) + C3H6(12),C[CH]CC=O_[CH]=O+C=CC,2826=15+22
35595,C4H7O(211) <=> H(38) + C4H6O(5464),C[CH]CC=O_[H]+C=C1CCO1,2826=17+2585
35596,C4H7O(211) <=> CO(6) + [CH2]CC(58),C[CH]CC=O_[C-]#[O+]+[CH2]CC,2826=9+48
35597,C4H7O(211) <=> [CH2](69) + C3H5O(344),C[CH]CC=O_[CH2]+C=C(C)[O],2826=26+43
35598,C4H7O(211) <=> H(38) + C4H6O(687),C[CH]CC=O_[H]+C=CC(C)=O,2826=17+1111
35599,C4H7O(211) <=> C2H3O(35) + C2H4(11),C[CH]CC=O_C[C]=O+C=C,2826=14+23
35600,C2H3O(39) + C4H7O(342) <=> C2H4O(45) + C4H6O(687),[CH2]C=O+[CH2]CC(C)=O_C=CO+C=CC(C)=O,24+2539=112+1111
35601,CC1C[CH]O1(392) + C4H7O(342) <=> C4H6O(687) + CC1CCO1(99),CC1C[CH]O1+[CH2]CC(C)=O_C=CC(C)=O+CC1CCO1,2539+2810=68+1111
35602,CC1C[CH]O1(392) + C4H7O(508) <=> C4H6O(687) + CC1CCO1(99),CC1C[CH]O1+CC=C(C)[O]_C=CC(C)=O+CC1CCO1,2541+2810=68+1111
35603,CO2(7) + C4H6O2(2467) <=> CO2(7) + C4H6O2(1696),O=C=O+O=CC=CCO_O=C=O+O=C=CCCO,10+2488=10+542
35604,C2H2O(36) + C2H2O5(25102) <=> C2H(4) + C2H3O6(25103),C=C=O+O=COC(=O)OO_[C]#C+[O]OCOC(=O)OO,27+2839=7+2840
35605,OH(27) + C2H4O6(25366) <=> H2O(8) + C2H3O6(24360),[OH]+O=C(OO)OCOO_O+[O]OC(=O)OCOO,18+2841=11+2838
35606,HO2(14) + C2H3O6(24360) <=> O2(2) + C2H4O6(25366),[O]O+[O]OC(=O)OCOO_[O][O]+O=C(OO)OCOO,19+2838=5+2841
35607,HO2(14) + C2H4O6(25366) <=> H2O2(16) + C2H3O6(24360),[O]O+O=C(OO)OCOO_OO+[O]OC(=O)OCOO,19+2841=20+2838
35608,C2H3(30) + C2H4O6(25366) <=> C2H3O6(24360) + C2H4(11),[CH]=C+O=C(OO)OCOO_[O]OC(=O)OCOO+C=C,25+2841=14+2838
35609,C2H3O6(24360) + butane(1) <=> C2H4O6(25366) + C[CH]CC(15),[O]OC(=O)OCOO+CCCC_O=C(OO)OCOO+C[CH]CC,4+2838=57+2841
35610,C2H4O6(25366) + [CH2]CCC(26) <=> C2H3O6(24360) + butane(1),O=C(OO)OCOO+[CH2]CCC_[O]OC(=O)OCOO+CCCC,56+2841=4+2838
35611,C2H3O6(24360) + C4H8(28) <=> C2H4O6(25366) + C4H7(82),[O]OC(=O)OCOO+CC=CC_O=C(OO)OCOO+[CH2]C=CC,62+2838=63+2841
35612,C2H3O6(24360) + C4H8(18) <=> C2H4O6(25366) + C4H7(82),[O]OC(=O)OCOO+C=CCC_O=C(OO)OCOO+[CH2]C=CC,61+2838=63+2841
35613,C2H4O6(25366) + C4H7(88) <=> C2H3O6(24360) + C4H8(18),O=C(OO)OCOO+[CH2]CC=C_[O]OC(=O)OCOO+C=CCC,64+2841=61+2838
35614,C2H3O6(24360) + C3H6(12) <=> C2H4O6(25366) + C3H5(41),[O]OC(=O)OCOO+C=CC_O=C(OO)OCOO+[CH2]C=C,15+2838=50+2841
35615,C2H4O6(25366) + C3H5(176) <=> C2H3O6(24360) + C3H6(12),O=C(OO)OCOO+C=[C]C_[O]OC(=O)OCOO+C=CC,853+2841=15+2838
35616,C2H4O6(25366) + C3H5(81) <=> C2H3O6(24360) + C3H6(12),O=C(OO)OCOO+[CH]=CC_[O]OC(=O)OCOO+C=CC,2444+2841=15+2838
35617,C2H3O6(24360) + CCOO(23) <=> C2H4O6(25366) + CCO[O](28)(44),[O]OC(=O)OCOO+CCOO_O=C(OO)OCOO+CCO[O],39+2838=38+2841
35618,C2H3O6(24360) + CCOO(23) <=> C2H4O6(25366) + C[CH]OO(166),[O]OC(=O)OCOO+CCOO_O=C(OO)OCOO+C[CH]OO,39+2838=2452+2841
35619,C2H4O6(25366) + [CH2]COO(92) <=> C2H3O6(24360) + CCOO(23),O=C(OO)OCOO+[CH2]COO_[O]OC(=O)OCOO+CCOO,181+2841=39+2838
35620,C2H3O6(24360) + CCCCOO(19) <=> C2H4O6(25366) + C4H9O2(47),[O]OC(=O)OCOO+CCCCOO_O=C(OO)OCOO+CCCCO[O],280+2838=58+2841
35621,C2H3O6(24360) + CCCCOO(19) <=> C2H4O6(25366) + C4H9O2(46),[O]OC(=O)OCOO+CCCCOO_O=C(OO)OCOO+C[CH]CCOO,280+2838=70+2841
35622,C2H4O6(25366) + [CH2]CCCOO(67) <=> C2H3O6(24360) + CCCCOO(19),O=C(OO)OCOO+[CH2]CCCOO_[O]OC(=O)OCOO+CCCCOO,71+2841=280+2838
35623,C2H3O(39) + C2H3O6(24360) <=> C2H2O(36) + C2H4O6(25366),[CH2]C=O+[O]OC(=O)OCOO_C=C=O+O=C(OO)OCOO,24+2838=27+2841
35624,C2H3O6(24360) + C2H4O(35)(40) <=> C2H3O(39) + C2H4O6(25366),[O]OC(=O)OCOO+CC=O_[CH2]C=O+O=C(OO)OCOO,33+2838=24+2841
35625,C2H3O6(24360) + C2H4O(35)(40) <=> C2H3O(35) + C2H4O6(25366),[O]OC(=O)OCOO+CC=O_C[C]=O+O=C(OO)OCOO,33+2838=23+2841
35626,C2H3O6(24360) + C3H5(41) <=> C2H4O6(25366) + C3H4(195),[O]OC(=O)OCOO+[CH2]C=C_O=C(OO)OCOO+C=C=C,50+2838=149+2841
35627,C2H3O6(24360) + C4H10O4(42) <=> C2H4O6(25366) + C4H9O4(24),[O]OC(=O)OCOO+CC(CCOO)OO_O=C(OO)OCOO+CC(CCO[O])OO,85+2838=74+2841
35628,C2H3O6(24360) + C4H10O4(42) <=> C2H4O6(25366) + C4H9O4(17),[O]OC(=O)OCOO+CC(CCOO)OO_O=C(OO)OCOO+CC(CCOO)O[O],85+2838=73+2841
35629,C2H3O6(24360) + C4H10O4(42) <=> C2H4O6(25366) + C4H9O4(199),[O]OC(=O)OCOO+CC(CCOO)OO_O=C(OO)OCOO+C[C](CCOO)OO,85+2838=76+2841
35630,C2H3O6(24360) + C4H10O4(42) <=> C2H4O6(25366) + C4H9O4(200),[O]OC(=O)OCOO+CC(CCOO)OO_O=C(OO)OCOO+CC(C[CH]OO)OO,85+2838=75+2841
35631,C2H4O6(25366) + C4H9O4(191) <=> C2H3O6(24360) + C4H10O4(42),O=C(OO)OCOO+[CH2]C(CCOO)OO_[O]OC(=O)OCOO+CC(CCOO)OO,1245+2841=85+2838
35632,C2H3O6(24360) + C2H4O(45) <=> C2H3O(39) + C2H4O6(25366),[O]OC(=O)OCOO+C=CO_[CH2]C=O+O=C(OO)OCOO,112+2838=24+2841
35633,C2H3O6(24360) + C4H8O3(48) <=> C2H4O6(25366) + C4H7O3(212),[O]OC(=O)OCOO+CC(CC=O)OO_O=C(OO)OCOO+CC(CC=O)O[O],77+2838=357+2841
35634,C2H3O6(24360) + C4H8O3(48) <=> C2H4O6(25366) + C4H7O3(214),[O]OC(=O)OCOO+CC(CC=O)OO_O=C(OO)OCOO+C[C](CC=O)OO,77+2838=2546+2841
35635,C2H3O6(24360) + C4H8O3(48) <=> C2H4O6(25366) + C4H7O3(215),[O]OC(=O)OCOO+CC(CC=O)OO_O=C(OO)OCOO+CC(C=C[O])OO,77+2838=284+2841
35636,C2H3O6(24360) + C4H8O3(48) <=> C2H4O6(25366) + C4H7O3(217),[O]OC(=O)OCOO+CC(CC=O)OO_O=C(OO)OCOO+CC(C[C]=O)OO,77+2838=358+2841
35637,C2H3O6(24360) + C4H8O3(1060)(49) <=> C2H4O6(25366) + C4H7O3(321),[O]OC(=O)OCOO+O=CCCCOO_O=C(OO)OCOO+[O]OCCCC=O,296+2838=2547+2841
35638,C2H3O6(24360) + C4H8O3(1060)(49) <=> C2H4O6(25366) + C4H7O3(324),[O]OC(=O)OCOO+O=CCCCOO_O=C(OO)OCOO+[O]C=CCCOO,296+2838=2548+2841
35639,C2H3O6(24360) + C4H8O3(1060)(49) <=> C2H4O6(25366) + C4H7O3(325),[O]OC(=O)OCOO+O=CCCCOO_O=C(OO)OCOO+O=CCC[CH]OO,296+2838=2808+2841
35640,C2H3O6(24360) + OOCCCCOO(51) <=> C2H4O6(25366) + C4H9O4(52),[O]OC(=O)OCOO+OOCCCCOO_O=C(OO)OCOO+[O]OCCCCOO,305+2838=289+2841
35641,C2H3O6(24360) + OOCCCCOO(51) <=> C2H4O6(25366) + OOC[CH]CCOO(284),[O]OC(=O)OCOO+OOCCCCOO_O=C(OO)OCOO+OOC[CH]CCOO,305+2838=2463+2841
35642,C2H3O6(24360) + OOCCCCOO(51) <=> C2H4O6(25366) + OO[CH]CCCOO(327),[O]OC(=O)OCOO+OOCCCCOO_O=C(OO)OCOO+OO[CH]CCCOO,305+2838=2440+2841
35643,CH2O(9) + C2H3O6(24360) <=> CHO(192) + C2H4O6(25366),C=O+[O]OC(=O)OCOO_[CH]=O+O=C(OO)OCOO,12+2838=22+2841
35644,C2H3O6(24360) + CC1OC1C(268) <=> C2H4O6(25366) + C[C]1OC1C(332),[O]OC(=O)OCOO+CC1OC1C_O=C(OO)OCOO+C[C]1OC1C,312+2838=2538+2841
35645,C2H3O6(24360) + C4H8O3(189) <=> C2H4O6(25366) + C4H7O3(343),[O]OC(=O)OCOO+CC(=O)CCOO_O=C(OO)OCOO+CC(=O)CCO[O],78+2838=905+2841
35646,C2H3O6(24360) + C4H8O3(189) <=> C2H4O6(25366) + C4H7O3(346),[O]OC(=O)OCOO+CC(=O)CCOO_O=C(OO)OCOO+CC(=O)C[CH]OO,78+2838=278+2841
35647,C2H3O6(24360) + C4H8O3(189) <=> C2H4O6(25366) + C4H7O3(348),[O]OC(=O)OCOO+CC(=O)CCOO_O=C(OO)OCOO+C=C([O])CCOO,78+2838=2540+2841
35648,C2H3O6(24360) + CC1CCO1(99) <=> C2H4O6(25366) + C[C]1CCO1(390),[O]OC(=O)OCOO+CC1CCO1_O=C(OO)OCOO+C[C]1CCO1,68+2838=2555+2841
35649,C2H3O6(24360) + CC1CCO1(99) <=> C2H4O6(25366) + CC1C[CH]O1(392),[O]OC(=O)OCOO+CC1CCO1_O=C(OO)OCOO+CC1C[CH]O1,68+2838=2810+2841
35650,C2H3O6(24360) + OOCCC1CO1(286) <=> C2H4O6(25366) + [O]OCCC1CO1(531),[O]OC(=O)OCOO+OOCCC1CO1_O=C(OO)OCOO+[O]OCCC1CO1,1246+2838=2544+2841
35651,C2H3O6(24360) + OOCCC1CO1(286) <=> C2H4O6(25366) + OOCC[C]1CO1(532),[O]OC(=O)OCOO+OOCCC1CO1_O=C(OO)OCOO+OOCC[C]1CO1,1246+2838=2545+2841
35652,C2H3O6(24360) + C3H4O2(1505) <=> C2H4O6(25366) + C3H3O2(1558),[O]OC(=O)OCOO+O=C1COC1_O=C(OO)OCOO+[O]C1=COC1,88+2838=287+2841
35653,C2H3O6(24360) + C4H8O2(101) <=> C2H4O6(25366) + C4H7O2(1604),[O]OC(=O)OCOO+C=CCCOO_O=C(OO)OCOO+C=CCCO[O],2462+2838=100+2841
35654,C2H4O6(25366) + [O]CCC1CO1(529) <=> C2H3O6(24360) + OCCC1CO1(580),O=C(OO)OCOO+[O]CCC1CO1_[O]OC(=O)OCOO+OCCC1CO1,1247+2841=103+2838
35655,C2H3O6(24360) + OCCC1CO1(580) <=> C2H4O6(25366) + OCC[C]1CO1(690),[O]OC(=O)OCOO+OCCC1CO1_O=C(OO)OCOO+OCC[C]1CO1,103+2838=2483+2841
35656,C2H3O6(24360) + OCCC1CO1(580) <=> C2H4O6(25366) + C4H7O2(1630),[O]OC(=O)OCOO+OCCC1CO1_O=C(OO)OCOO+OCCC1[CH]O1,103+2838=2484+2841
35657,C2H3O6(24360) + OCCC1CO1(580) <=> C2H4O6(25366) + C4H7O2(1631),[O]OC(=O)OCOO+OCCC1CO1_O=C(OO)OCOO+O[CH]CC1CO1,103+2838=2481+2841
35658,C2H3O6(24360) + C3H6O3(201) <=> C2H4O6(25366) + C3H5O3(2070),[O]OC(=O)OCOO+O=CCCOO_O=C(OO)OCOO+[O]OCCC=O,282+2838=1168+2841
35659,C2H3O6(24360) + OOCCCOO(197) <=> C2H4O6(25366) + [O]OCCCOO(179),[O]OC(=O)OCOO+OOCCCOO_O=C(OO)OCOO+[O]OCCCOO,1531+2838=276+2841
35660,C2H3O6(24360) + OOCCCOO(197) <=> C2H4O6(25366) + OO[CH]CCOO(198),[O]OC(=O)OCOO+OOCCCOO_O=C(OO)OCOO+OO[CH]CCOO,1531+2838=370+2841
35661,C2H4O6(25366) + C[CH]CC(15) <=> C2H3O6(25103) + butane(1),O=C(OO)OCOO+C[CH]CC_[O]OCOC(=O)OO+CCCC,57+2841=4+2840
35662,C2H4O6(25366) + [CH2]CCC(26) <=> C2H3O6(25103) + butane(1),O=C(OO)OCOO+[CH2]CCC_[O]OCOC(=O)OO+CCCC,56+2841=4+2840
35663,OH(27) + C2H4O6(25366) <=> H2O(8) + C2H3O6(25103),[OH]+O=C(OO)OCOO_O+[O]OCOC(=O)OO,18+2841=11+2840
35664,HO2(14) + C2H4O6(25366) <=> H2O2(16) + C2H3O6(25103),[O]O+O=C(OO)OCOO_OO+[O]OCOC(=O)OO,19+2841=20+2840
35665,C2H3(30) + C2H4O6(25366) <=> C2H3O6(25103) + C2H4(11),[CH]=C+O=C(OO)OCOO_[O]OCOC(=O)OO+C=C,25+2841=14+2840
35666,C2H3O6(25103) + C4H8(28) <=> C2H4O6(25366) + C4H7(82),[O]OCOC(=O)OO+CC=CC_O=C(OO)OCOO+[CH2]C=CC,62+2840=63+2841
35667,C2H3O6(25103) + C4H8(18) <=> C2H4O6(25366) + C4H7(82),[O]OCOC(=O)OO+C=CCC_O=C(OO)OCOO+[CH2]C=CC,61+2840=63+2841
35668,C2H4O6(25366) + C4H7(88) <=> C2H3O6(25103) + C4H8(18),O=C(OO)OCOO+[CH2]CC=C_[O]OCOC(=O)OO+C=CCC,64+2841=61+2840
35669,C2H4O6(25366) + C3H5(41) <=> C2H3O6(25103) + C3H6(12),O=C(OO)OCOO+[CH2]C=C_[O]OCOC(=O)OO+C=CC,50+2841=15+2840
35670,C2H4O6(25366) + C3H5(176) <=> C2H3O6(25103) + C3H6(12),O=C(OO)OCOO+C=[C]C_[O]OCOC(=O)OO+C=CC,853+2841=15+2840
35671,C2H4O6(25366) + C3H5(81) <=> C2H3O6(25103) + C3H6(12),O=C(OO)OCOO+[CH]=CC_[O]OCOC(=O)OO+C=CC,2444+2841=15+2840
35672,C2H3O6(25103) + CCOO(23) <=> C2H4O6(25366) + CCO[O](28)(44),[O]OCOC(=O)OO+CCOO_O=C(OO)OCOO+CCO[O],39+2840=38+2841
35673,C2H4O6(25366) + C[CH]OO(166) <=> C2H3O6(25103) + CCOO(23),O=C(OO)OCOO+C[CH]OO_[O]OCOC(=O)OO+CCOO,2452+2841=39+2840
35674,C2H4O6(25366) + [CH2]COO(92) <=> C2H3O6(25103) + CCOO(23),O=C(OO)OCOO+[CH2]COO_[O]OCOC(=O)OO+CCOO,181+2841=39+2840
35675,C2H3O6(24360) + CCC(C)OO(20) <=> C2H4O6(25366) + CCC(C)O[O](32),[O]OC(=O)OCOO+CCC(C)OO_O=C(OO)OCOO+CCC(C)O[O],60+2838=59+2841
35676,C2H4O6(25366) + C[CH]C(C)OO(161) <=> C2H3O6(24360) + CCC(C)OO(20),O=C(OO)OCOO+C[CH]C(C)OO_[O]OC(=O)OCOO+CCC(C)OO,272+2841=60+2838
35677,C2H4O6(25366) + [CH2]CC(C)OO(22) <=> C2H3O6(24360) + CCC(C)OO(20),O=C(OO)OCOO+[CH2]CC(C)OO_[O]OC(=O)OCOO+CCC(C)OO,72+2841=60+2838
35678,C2H3O6(25103) + CCC(C)OO(20) <=> C2H4O6(25366) + CCC(C)O[O](32),[O]OCOC(=O)OO+CCC(C)OO_O=C(OO)OCOO+CCC(C)O[O],60+2840=59+2841
35679,C2H4O6(25366) + C[CH]C(C)OO(161) <=> C2H3O6(25103) + CCC(C)OO(20),O=C(OO)OCOO+C[CH]C(C)OO_[O]OCOC(=O)OO+CCC(C)OO,272+2841=60+2840
35680,C2H4O6(25366) + [CH2]CC(C)OO(22) <=> C2H3O6(25103) + CCC(C)OO(20),O=C(OO)OCOO+[CH2]CC(C)OO_[O]OCOC(=O)OO+CCC(C)OO,72+2841=60+2840
35681,C2H3O6(25103) + CCCCOO(19) <=> C2H4O6(25366) + C4H9O2(47),[O]OCOC(=O)OO+CCCCOO_O=C(OO)OCOO+CCCCO[O],280+2840=58+2841
35682,C2H4O6(25366) + C4H9O2(46) <=> C2H3O6(25103) + CCCCOO(19),O=C(OO)OCOO+C[CH]CCOO_[O]OCOC(=O)OO+CCCCOO,70+2841=280+2840
